target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,Interests,modal-trigger,"normalizeCharacterInterests(data.interests): if data.interests is an array returns its first element or empty string, otherwise returns data.interests or empty string",no,"options constrained to interestOptions catalogue (enum) inside TraitModal, outside this unit; legacy array-shaped interests values are coerced to a single scalar (first element only) by normalizeCharacterInterests before display","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""interests"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key interests; option list from interestOptions",ALWAYS,README explicitly documents this unit preserves the scalar fallback for legacy array-shaped interests values. TraitModal implementation outside this unit.
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,Internal Personality,modal-trigger,"value of behaviorData.internal_personality (from form.data.internal_personality), NONE if absent",no,NONE observed in this unit,"PersonalityModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""internal_personality"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key internal_personality",ALWAYS,"Actual modal UI lives in components/studio/create/character/PersonalityModal.jsx, outside this unit."
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,Movement Style,modal-trigger,"value of behaviorData.movement_style, NONE if absent",no,"options constrained to movementStyleOptions catalogue (enum), enforced inside TraitModal which is outside this unit","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""movement_style"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key movement_style; option list from movementStyleOptions",ALWAYS,TraitModal implementation outside this unit.
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,Outward Personality,modal-trigger,"value of behaviorData.outward_personality (from form.data.outward_personality), NONE if absent",no,NONE observed in this unit,"PersonalityModal calls updateField(field, value) which is viewProps.onChangeCharacterField, which in useCharacterBehaviorSectionViewModel.js calls updateDataField?.(""outward_personality"", value). Trail stops at updateDataField, an inbound prop from this unit's parent.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key outward_personality",ALWAYS,"Actual modal UI lives in components/studio/create/character/PersonalityModal.jsx, outside this unit; not traced further per escalation."
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,Speech Style,modal-trigger,"value of behaviorData.speech_style, NONE if absent",no,"options constrained to speechStyleOptions catalogue (enum), enforced inside TraitModal which is outside this unit","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""speech_style"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key speech_style; option list from speechStyleOptions",ALWAYS,"Rendered directly in the two-column grid, not inside the Optional Personality Frameworks panel."
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section,"Voice Modules (no static text label rendered by this unit; description reads Attach one or more reusable tone, emphasis, accent, or dialogue modules)",tag-picker,"normalizeVoiceModuleIds(data.voice_module_ids), which drops non-array input to an empty array and trims/filters string ids; NONE if data.voice_module_ids is absent or not an array",no,"normalizeVoiceModuleIds enforces array shape, stringifies and trims each id, and filters out empty/falsy entries before it reaches state or storage","VoiceModulePickerModal calls onChange(nextVoiceModuleIds), which is viewProps.onChangeVoiceModuleIds, which in the ViewModel calls updateDataField?.(""voice_module_ids"", normalizeVoiceModuleIds(nextVoiceModuleIds)). Trail stops at updateDataField.",onChangeVoiceModuleIds,"updateDataField(field, value) prop, field key voice_module_ids",ALWAYS,"Multi-select/tag-picker for one or more voice modules; underlying picker UI is components/studio/create/character/VoiceModulePickerModal.jsx, outside this unit."
B,components/studio/my-creations/edit/sections/character-behavior-section/CharacterBehaviorSection.view.jsx,Studio > My Creations > Edit > Character Behavior Section,Philosophy,textarea,data.philosophy || empty string (fixtures show empty or populated philosophy text),no,NONE observed in this unit,"TextAreaField onChange(value) calls onChangePhilosophy?.(value), which in useCharacterBehaviorSectionViewModel.js calls updateDataField?.(""philosophy"", value). Trail stops at updateDataField.",onChangePhilosophy,"updateDataField(field, value) prop, field key philosophy",ALWAYS,"Rendered directly by CharacterBehaviorSection.view.jsx via TextAreaField from SharedFields, spans md:col-span-2 in the grid. Placeholder text asks what the character believes about the world, people, power, duty, freedom, love, fear, or survival."
B,components/studio/my-creations/edit/sections/character-behavior-section/CharacterBehaviorSection.view.jsx,Studio > My Creations > Edit > Character Behavior Section,Verbosity,select,"data.verbosity_level || """" (fixtures show """", ""3"", ""4"", ""5""); ViewModel always supplies CHARACTER_VERBOSITY_OPTIONS (Not chosen, 1 Terse .. 5 Highly Verbose) as the option list",no,"value constrained to the fixed CHARACTER_VERBOSITY_OPTIONS enum (empty string, 1 through 5) by CrestfallSelect's option list; no other validation in this unit","CrestfallSelect onChange(value) calls onSelectVerbosity?.(value), which in useCharacterBehaviorSectionViewModel.js calls updateDataField?.(""verbosity_level"", value). Trail stops at updateDataField.",onSelectVerbosity,"updateDataField(field, value) prop, field key verbosity_level",ALWAYS,"Rendered directly by CharacterBehaviorSection.view.jsx via CrestfallSelect, one of only two controls this unit's own View component renders (not delegated to a Binding Shell modal)."
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section > Optional Personality Frameworks,East Asian Zodiac,modal-trigger,"value of behaviorData.east_asian_zodiac_sign, NONE if absent",no,"options constrained to eastAsianZodiacOptions catalogue (enum), enforced inside TraitModal which is outside this unit","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""east_asian_zodiac_sign"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key east_asian_zodiac_sign; option list from eastAsianZodiacOptions",ALWAYS,TraitModal implementation outside this unit.
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section > Optional Personality Frameworks,MBTI Personality Type,modal-trigger,"value of behaviorData.mbti_type, NONE if absent",no,"options constrained to mbtiTypeOptions catalogue (enum), enforced inside TraitModal which is outside this unit","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""mbti_type"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key mbti_type; option list from mbtiTypeOptions in components/studio/create/character/constants/constants",ALWAYS,Rendered inside the Optional Personality Frameworks panel (personalityFrameworksEyebrow) alongside westernZodiacControl and eastAsianZodiacControl. TraitModal implementation outside this unit.
B,components/studio/my-creations/edit/sections/BehaviorSection.jsx,Studio > My Creations > Edit > Character Behavior Section > Optional Personality Frameworks,Western Zodiac,modal-trigger,"value of behaviorData.western_zodiac_sign, NONE if absent",no,"options constrained to westernZodiacOptions catalogue (enum), enforced inside TraitModal which is outside this unit","TraitModal calls updateField(field, value) which is onChangeCharacterField, calling updateDataField?.(""western_zodiac_sign"", value). Trail stops at updateDataField.",onChangeCharacterField (wraps updateDataField),"updateDataField(field, value) prop, field key western_zodiac_sign; option list from westernZodiacOptions",ALWAYS,TraitModal implementation outside this unit.
B,components/studio/my-creations/edit/sections/BodySection.jsx,Studio > My Creations > Edit > Character Body Section,Body Type,modal-trigger,bodyData.body_type (from existing character data); NONE if absent,no,options constrained to bodyTypeOptions from @/components/studio/create/character/constants/constants; no other validation in this unit,"onChangeCharacterField(""body_type"", value) -> updateDataField?.(""body_type"", value). updateDataField is the shared field-update callback passed into BodySection as a prop; its own persistence implementation is outside this unit's files.","onChangeCharacterField (useCharacterBodySectionViewModel.js), passed as updateField prop to TraitModal","updateDataField prop (function boundary, implementation not in this unit's files); options list from constants/constants.js bodyTypeOptions",ALWAYS,"TraitModal is an external component (components/studio/create/character/TraitModal.jsx) with its own internal view/viewmodel, not one of the seven files in scope. field key is body_type."
B,components/studio/my-creations/edit/sections/BodySection.jsx,Studio > My Creations > Edit > Character Body Section,Build,modal-trigger,bodyData.build (from existing character data); NONE if absent,no,options constrained to buildOptions from constants/constants; no other validation in this unit,"onChangeCharacterField(""build"", value) -> updateDataField?.(""build"", value), same shared callback boundary as the other trait controls","onChangeCharacterField (useCharacterBodySectionViewModel.js), passed as updateField prop to TraitModal","updateDataField prop (function boundary, implementation not in this unit's files); options list from constants/constants.js buildOptions",ALWAYS,"TraitModal external component, not in scope for full read. field key is build."
B,components/studio/my-creations/edit/sections/BodySection.jsx,Studio > My Creations > Edit > Character Body Section,Height,modal-trigger,bodyData.height (from existing character data); NONE if absent,no,options constrained to heightOptions from constants/constants; no other validation in this unit,"onChangeCharacterField(""height"", value) -> updateDataField?.(""height"", value), same shared callback boundary as the other trait controls","onChangeCharacterField (useCharacterBodySectionViewModel.js), passed as updateField prop to TraitModal","updateDataField prop (function boundary, implementation not in this unit's files); options list from constants/constants.js heightOptions",ALWAYS,"TraitModal external component, not in scope for full read. field key is height."
B,components/studio/my-creations/edit/sections/BodySection.jsx,Studio > My Creations > Edit > Character Body Section,"Kibbe Preset (KibbePresetModal, no label prop passed in this unit)",modal-trigger,"NONE (reads whatever fields exist on bodyData, no explicit default passed)",no,NONE observed in this unit's files,"onChangeCharacterField(field, value) which calls updateDataField?.(field, value); updateDataField is a prop passed into BodySection from its parent and is not defined in this unit, so saves_via is the shared updateDataField callback. Per README this control writes multiple fields at once (all fields written by the existing Kibbe preset control), not just one.","onChangeCharacterField (defined in useCharacterBodySectionViewModel.js), forwarded as updateField prop to KibbePresetModal","updateDataField prop (function boundary, implementation not in this unit's files)",ALWAYS,"KibbePresetModal itself lives outside this unit (components/studio/create/character/KibbePresetModal.jsx) and was not one of the seven files in scope, so its internal rendering (label, exact interaction) is opaque here; only its wiring inside BodySection.jsx was traced. Spans full width (md:col-span-2) in the view grid."
B,components/studio/my-creations/edit/sections/BodySection.jsx,Studio > My Creations > Edit > Character Body Section,Proportions,tag-picker,"bodyData.proportions, normalized via normalizeCharacterProportions to [] if not already an array; effectively [] when absent",no,options constrained to proportionOptions from constants/constants; value normalized to array by normalizeCharacterProportions (non-array becomes empty array); multiple compatible selections allowed per description copy,"onChangeCharacterField(""proportions"", value) -> updateDataField?.(""proportions"", value), same shared callback boundary as the other trait controls","onChangeCharacterField (useCharacterBodySectionViewModel.js), passed as updateField prop to MultiTraitModal","updateDataField prop (function boundary, implementation not in this unit's files); options list from constants/constants.js proportionOptions",ALWAYS,"MultiTraitModal is an external multi-select component, not one of the seven files in scope. Classified tag-picker because README and copy describe selecting multiple compatible traits; underlying UI mechanics (modal vs inline chips) are opaque here."
B,components/studio/my-creations/edit/sections/character-body-section/CharacterBodySection.view.jsx,Studio > My Creations > Edit > Character Body Section > Custom Body Notes,Custom Body Notes,textarea,""""" (bodyNotesValue defaults to empty string in view.jsx signature; ViewModel supplies data.body_notes || """")",no,NONE observed,"onChangeBodyNotes(value) -> updateDataField?.(""body_notes"", value), defined in useCharacterBodySectionViewModel.js and forwarded through BodySection.jsx as a prop to CharacterBodySectionView. updateDataField itself is passed into BodySection from its parent (not one of this unit's files), so persistence past that boundary is not traceable here.","onChangeBodyNotes (useCharacterBodySectionViewModel.js), wired to TextAreaField's onChange in CharacterBodySection.view.jsx as (value) => onChangeBodyNotes?.(value)","updateDataField prop (function boundary, implementation not in this unit's files); field key body_notes",ALWAYS,"TextAreaField itself comes from @/components/studio/my-creations/edit/sections/SharedFields, outside this unit's seven files, but its usage here is a simple controlled textarea with placeholder bodyNotesPlaceholder."
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Age,text,"data.age, empty string if unset",no,HTML input type=number with min=18 (ageMinimum); committed value clamped to 18 minimum via clampAdultCharacterAge on blur,"onChange updates via updateDataField(""age"", value) live as user types (onChangeAge); onBlur commits via updateDataField(""age"", clampAdultCharacterAge(value)) (onCommitAge)","onChangeAge (input onChange), onCommitAge (input onBlur)","form.data.age, written through updateDataField prop",ALWAYS,Two distinct handlers fire on the same control: live onChange and a clamping onBlur commit. Field is a raw input not the shared TextField component
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Character Name,text,"data.name falling back to form.title, empty string if neither present",no,NONE,"updateDataField(""name"", value) via onChangeCharacterName, called from useCharacterIdentitySectionViewModel",onChangeCharacterName (TextField onChange),"form.data.name, written through updateDataField prop passed into IdentitySection from creation-edit-shell",ALWAYS,Rendered by shared TextField component in SharedFields.jsx
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Character Title,text,"data.title, empty string if unset",no,NONE,"updateDataField(""title"", value) via onChangeCharacterTitle",onChangeCharacterTitle (TextField onChange),"form.data.title, written through updateDataField prop",ALWAYS,NONE
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,"Color Palette (colorPaletteControl, rendered via CharacterColorPaletteModal)",modal-trigger,"data.character_color_palette_id, defaults to CRESTFALL_DEFAULT",no,NONE observed in this unit's files,"updateDataField(""character_color_palette_id"", value) via onSelectColorPalette, wired in IdentitySection.jsx as the onChange prop passed into CharacterColorPaletteModal",onSelectColorPalette (passed as onChange prop to CharacterColorPaletteModal),"form.data.character_color_palette_id, written through updateDataField prop; internal picker logic lives in components/studio/create/character/CharacterColorPaletteModal.jsx which was not in this unit's read list and was only grepped, not fully read",ALWAYS (colorPaletteControl is always passed a non-null node in IdentitySection.jsx),"Rendered as an application-supplied ReactNode injected into the portable View as colorPaletteControl. Internal control mechanics (button versus swatch grid) live inside CharacterColorPaletteModal.jsx, outside this unit's file list, so only the boundary props are traced here"
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Custom Gender Presentation,text,"data.custom_gender_presentation, empty string if unset",conditional,value truncated to CUSTOM_APPEARANCE_VALUE_MAX_LENGTH via limitCustomIdentityValue before save (maxLength attribute also applied on the input),"updateDataField(""custom_gender_presentation"", limitCustomIdentityValue(value)) via onChangeCustomGenderPresentation",onChangeCustomGenderPresentation (TextField onChange),"form.data.custom_gender_presentation, written through updateDataField prop","showCustomGenderPresentation is true, i.e. genderPresentationValue === ""CUSTOM""","required is conditional, only rendered when Gender Presentation is Custom"
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Custom Species,text,"data.custom_species, empty string if unset",conditional,value truncated to CUSTOM_APPEARANCE_VALUE_MAX_LENGTH via limitCustomIdentityValue before save (maxLength attribute also applied on the input),"updateDataField(""custom_species"", limitCustomIdentityValue(value)) via onChangeCustomSpecies",onChangeCustomSpecies (TextField onChange),"form.data.custom_species, written through updateDataField prop","showCustomSpecies is true, i.e. speciesValue === ""CUSTOM""","required is conditional because it is only rendered and relevant when Species is set to Custom, no hard required flag enforced in code beyond visibility"
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Default Rendering Style,select,"data.rendering_style, defaults to EITHER. Options: Either/Auto, Anime, Realistic",no,enum limited to CHARACTER_RENDERING_STYLE_OPTIONS defined in useCharacterIdentitySectionViewModel.js,"updateDataField(""rendering_style"", value) via onSelectRenderingStyle",onSelectRenderingStyle (CrestfallSelect onChange),"form.data.rendering_style, written through updateDataField prop",ALWAYS,NONE
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Gender Presentation,select,"data.gender_presentation, empty string if unset. Options: Female, Male, Custom",no,enum limited to genderPresentationOptions from constants.js,"updateDataField(""gender_presentation"", value) via onSelectGenderPresentation",onSelectGenderPresentation (CrestfallSelect onChange),"form.data.gender_presentation, written through updateDataField prop",ALWAYS,Selecting CUSTOM reveals the Custom Gender Presentation text field via showCustomGenderPresentation
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,"Role Archetype (roleArchetypeControl, rendered via CrestfallOptionModal)",modal-trigger,"data.short_concept, empty string if unset",no,"enum limited to roleArchetypeOptions from constants.js, grouped by CHARACTER_ROLE_ARCHETYPE_GROUPS (Fantasy, Modern, Sci-Fi) displayed in 3 columns","updateDataField(""short_concept"", value) via onSelectRoleArchetype, wired in IdentitySection.jsx as the onChange prop passed into CrestfallOptionModal",onSelectRoleArchetype (passed as onChange prop to CrestfallOptionModal),"form.data.short_concept, written through updateDataField prop; internal picker logic lives in components/ui/CrestfallOptionModal.jsx which was not in this unit's read list and was only grepped, not fully read",ALWAYS (roleArchetypeControl is always passed a non-null node in IdentitySection.jsx),"Rendered as an application-supplied ReactNode injected into the portable View as roleArchetypeControl. Title text is Select Role Archetype, trigger label comes from roleArchetypeLabel (Role Archetype)"
B,components/studio/my-creations/edit/sections/character-identity-section/CharacterIdentitySection.view.jsx,Studio > My Creations > Edit > Character Identity Section,Species,select,"data.species, empty string if unset. Options: Human, Elf, Custom",no,enum limited to speciesOptions from constants.js,"updateDataField(""species"", value) via onSelectSpecies",onSelectSpecies (CrestfallSelect onChange),"form.data.species, written through updateDataField prop; options from @/components/studio/create/character/constants/constants speciesOptions",ALWAYS,Selecting CUSTOM reveals the Custom Species text field via showCustomSpecies
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Appearance Defaults,Clothing Style,text,"empty string default; fixture value ""Practical city layers with one distinctive occult accessory.""",no,NONE,"onChangeClothingStyle callback, wired to updateTemplateFormField(""clothing_style"", value)",onChangeClothingStyle,"data.fields.clothing_style via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""appearance""",NONE
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Appearance Defaults,Eye Color (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 45 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""appearance"", rendered only if eyeColorControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Appearance Defaults,Hair Color (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 53 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""appearance"", rendered only if hairColorControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Appearance Defaults,Hair Style (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 61 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""appearance"", rendered only if hairStyleControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Appearance Defaults,Skin Tone (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; implementation is in the Binding Shell file (not in this unit's file list), confirmed present via grep at line 39 of components/studio/my-creations/edit/sections/character-templates/CharacterTemplateFieldsSection.jsx","UNKNOWN, not defined in this unit's files","UNKNOWN, likely reads from templateForm/applicationControlProps exposed by the view model but exact field not traceable from files in scope","activeSection === ""appearance"", rendered only if skinToneControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Interests (application-owned slot),"other (opaque application-owned control node, likely tag-picker or modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 182 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes interestOptions in applicationControlProps","activeSection === ""behavior"", rendered only if interestsControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Internal Personality (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 124 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""behavior"", rendered only if internalPersonalityControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Movement Style (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 172 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes movementStyleOptions in applicationControlProps","activeSection === ""behavior"", rendered only if movementStyleControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Outward Personality (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 116 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""behavior"", rendered only if outwardPersonalityControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Philosophy,textarea,empty string default; fixture value present in behavior fixture,no,NONE,"onChangePhilosophy callback, wired to updateTemplateFormField(""philosophy"", value)",onChangePhilosophy,"data.fields.philosophy via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""behavior""",Placeholder text sourced from philosophyPlaceholder prop set in the view model.
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Speech Style (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 162 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes speechStyleOptions in applicationControlProps","activeSection === ""behavior"", rendered only if speechStyleControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults,Verbosity,select,"empty string default; fixture value ""3""",no,"enum, restricted to verbosityOptions (CHARACTER_TEMPLATE_VERBOSITY_OPTIONS: Not chosen, 1 Terse, 2 Concise, 3 Balanced, 4 Expressive, 5 Highly Verbose)","onSelectVerbosity callback, wired to updateTemplateFormField(""verbosity_level"", value)",onSelectVerbosity,"data.fields.verbosity_level via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""behavior""","Rendered with a description string, Controls how talkative the character should be during scenes."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults > Optional Personality Frameworks,East Asian Zodiac (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 152 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes eastAsianZodiacOptions in applicationControlProps","activeSection === ""behavior"", rendered only if eastAsianZodiacControl prop is truthy, nested inside the Optional Personality Frameworks card","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults > Optional Personality Frameworks,MBTI (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 132 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes mbtiTypeOptions in applicationControlProps","activeSection === ""behavior"", rendered only if mbtiControl prop is truthy, nested inside the Optional Personality Frameworks card","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Behavior Defaults > Optional Personality Frameworks,Western Zodiac (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 142 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes westernZodiacOptions in applicationControlProps","activeSection === ""behavior"", rendered only if westernZodiacControl prop is truthy, nested inside the Optional Personality Frameworks card","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Body Type (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 76 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes bodyTypeOptions in applicationControlProps","activeSection === ""body"", rendered only if bodyTypeControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
